order_id,product_name,category,units_sold,unit_price,total_revenue,sale_date,region,store_id
400,,Apparel,7,44.99,314.93,2024-02-12,West,102
401,Water Bottle,Sports,9,19.99,179.91,2024-03-12,International,104
402,Green Tea Pack,Food,10,12.99,129.9,2024-03-29,International,103
403,USB-C Hub,Electronics,5,34.99,174.95,2024-02-23,North,102
404,Coffee Maker,Home,5,79.99,399.95,2024-02-13,West,104
405,USB-C Hub,Electronics,8,34.99,279.92,2024-03-30,West,106
406,Protein Powder,Food,2,49.99,99.98,2024-01-03,East,102
407,Protein Powder,Food,4,49.99,199.96,2024-03-07,South,103
408,Notebook Set,Office,4,14.99,59.96,2024-02-21,South,103
409,Wireless Headphones,Electronics,10,89.99,899.9,2024-01-26,West,107
410,Running Shoes,Apparel,5,119.99,599.95,2024-03-31,North,102
411,Coffee Maker,Home,6,79.99,479.94,2024-01-26,West,102
412,Water Bottle,Sports,6,19.99,119.94,2024-03-17,West,107
413,Monitor Stand,Office,8,34.99,279.92,2024-03-20,South,105
414,Sunglasses,Apparel,3,44.99,134.97,2024-02-10,North,104
415,Protein Powder,Food,3,49.99,149.97,2024-03-06,West,107
416,Desk Lamp,Home,3,39.99,119.97,2024-03-03,International,103
417,Bluetooth Speaker,Electronics,3,59.99,179.97,2024-02-10,West,101
418,Notebook Set,Office,3,14.99,44.97,2024-01-25,West,108
419,Protein Powder,Food,8,49.99,399.92,2024-03-03,South,102
420,Running Shoes,Apparel,5,119.99,599.95,2024-01-05,East,104
421,Notebook Set,Office,10,14.99,149.9,2024-03-04,International,102
422,Water Bottle,Sports,6,19.99,119.94,2024-03-10,North,108
423,USB-C Hub,Electronics,4,34.99,139.96,2024-02-08,North,108
424,USB-C Hub,Electronics,8,34.99,279.92,2024-01-16,South,104
425,Coffee Maker,Home,10,79.99,799.9,2024-03-21,West,103
426,Monitor Stand,Office,4,34.99,139.96,2024-01-08,International,106
427,Bluetooth Speaker,Electronics,6,59.99,359.94,2024-03-31,East,105
428,Water Bottle,Sports,2,19.99,39.98,2024-01-18,West,101
429,Bluetooth Speaker,Electronics,3,59.99,179.97,2024-02-01,South,106
430,Sunglasses,Apparel,7,44.99,314.93,2024-03-03,South,105
431,USB-C Hub,Electronics,2,34.99,69.98,2024-02-21,International,105
432,Notebook Set,Office,8,14.99,119.92,2024-02-11,International,101
433,USB-C Hub,Electronics,8,34.99,279.92,2024-03-22,East,102
434,Desk Lamp,Home,4,39.99,159.96,2024-03-04,East,106
435,Backpack,Apparel,3,54.99,164.97,2024-03-13,West,106
436,Wireless Headphones,Electronics,2,89.99,179.98,2024-03-21,West,101
437,Notebook Set,Office,8,14.99,119.92,2024-01-01,West,104
438,Mechanical Keyboard,Electronics,5,129.99,649.95,2024-01-21,East,102
439,Coffee Maker,Home,3,79.99,239.97,2024-01-07,West,105
440,Desk Lamp,Home,2,39.99,79.98,2024-03-31,North,101
441,,Apparel,4,54.99,219.96,2024-03-07,West,101
442,USB-C Hub,Electronics,7,34.99,244.93,2024-03-29,South,108
443,Protein Powder,Food,2,49.99,99.98,2024-01-14,East,106
444,Green Tea Pack,Food,3,12.99,38.97,03/15/2024,South,102
445,Sunglasses,Apparel,3,44.99,134.97,2024-02-26,East,104
446,Desk Lamp,Home,10,39.99,399.9,2024-03-28,West,104
447,Green Tea Pack,Food,2,12.99,25.98,2024-03-16,West,106
448,Bluetooth Speaker,Electronics,4,59.99,239.96,2024-02-05,North,104
449,Backpack,Apparel,5,54.99,274.95,2024-03-29,North,105
450,Running Shoes,Apparel,7,119.99,839.93,2024-02-07,North,104
451,Notebook Set,Office,10,14.99,149.9,2024-01-10,International,101
452,Bluetooth Speaker,Electronics,7,59.99,419.93,2024-03-13,West,106
453,,Office,2,14.99,29.98,2024-01-03,International,102
454,Mechanical Keyboard,Electronics,1,129.99,129.99,2024-02-20,International,105
455,Desk Lamp,Home,7,39.99,279.93,2024-03-30,West,102
456,Bluetooth Speaker,Electronics,5,59.99,299.95,2024-01-11,East,102
457,Green Tea Pack,Food,3,12.99,38.97,2024-03-09,East,107
458,Sunglasses,Apparel,2,44.99,89.98,2024-02-09,West,104
459,Desk Lamp,Home,2,39.99,79.98,2024-02-28,International,101
460,Protein Powder,Food,3,49.99,149.97,2024-01-16,North,103
461,Coffee Maker,Home,9,79.99,719.91,2024-03-07,East,103
462,Monitor Stand,Office,5,34.99,174.95,2024-01-16,North,106
463,USB-C Hub,Electronics,5,34.99,174.95,2024-03-14,North,108
464,Notebook Set,Office,10,14.99,149.9,2024-01-22,East,103
465,Backpack,Apparel,2,54.99,109.98,2024-01-30,International,101
466,Running Shoes,Apparel,1,119.99,119.99,2024-03-01,East,107
467,Monitor Stand,Office,1,34.99,34.99,2024-03-11,West,104
468,Protein Powder,Food,6,49.99,299.94,2024-02-04,North,106
469,Wireless Headphones,Electronics,3,89.99,269.97,2024-01-29,International,101
470,Notebook Set,Office,5,14.99,74.95,03/15/2024,East,102
471,Running Shoes,Apparel,5,119.99,599.95,2024-03-13,East,104
472,,Office,4,14.99,59.96,2024-03-10,South,103
473,,Apparel,9,119.99,1079.91,2024-02-14,North,106
474,Monitor Stand,Office,5,34.99,174.95,2024-01-14,South,104
475,Bluetooth Speaker,Electronics,5,59.99,299.95,2024-01-12,North,104
476,Protein Powder,Food,6,49.99,299.94,2024-02-28,North,102
477,Desk Lamp,Home,2,39.99,79.98,2024-03-16,International,101
478,Running Shoes,Apparel,5,119.99,599.95,2024-02-03,East,107
479,Coffee Maker,Home,8,79.99,639.92,2024-02-04,South,102
480,Green Tea Pack,Food,10,12.99,129.9,2024-01-14,South,102
481,Desk Lamp,Home,2,39.99,79.98,2024-03-09,East,104
482,Monitor Stand,Office,2,34.99,69.98,2024-01-12,South,105
483,Wireless Headphones,Electronics,4,89.99,359.96,2024-02-11,South,102
484,Desk Lamp,Home,9,39.99,359.91,2024-01-07,East,105
485,Desk Lamp,Home,8,39.99,319.92,2024-03-12,International,104
486,Green Tea Pack,Food,3,12.99,38.97,2024-01-16,North,101
487,Bluetooth Speaker,Electronics,4,59.99,239.96,2024-02-21,East,102
488,Monitor Stand,Office,2,34.99,69.98,2024-01-03,North,104
489,Bluetooth Speaker,Electronics,2,59.99,119.98,2024-02-12,North,101
490,,Electronics,10,129.99,1299.9,2024-02-25,West,108
491,Bluetooth Speaker,Electronics,6,59.99,359.94,2024-01-28,South,105
492,Wireless Headphones,Electronics,10,89.99,899.9,2024-03-20,International,104
493,Mechanical Keyboard,Electronics,9,129.99,1169.91,2024-03-02,North,102
494,Running Shoes,Apparel,9,119.99,1079.91,2024-02-01,International,101
495,Coffee Maker,Home,8,79.99,639.92,2024-03-10,West,106
496,Desk Lamp,Home,5,39.99,199.95,2024-01-24,North,106
497,Green Tea Pack,Food,5,12.99,64.95,2024-01-08,West,106
498,Bluetooth Speaker,Electronics,2,59.99,119.98,2024-02-01,South,105
499,Protein Powder,Food,1,49.99,49.99,2024-01-29,International,107
500,Monitor Stand,Office,3,34.99,104.97,2024-01-23,South,106
